# q1 [Angstrom]    q2 [Angstrom]
  -0.2434832797    2.4327461198
  -0.4733090140    2.8935670612
  -0.4797761439    2.9044023188
  -0.4771647881    2.8996048344
  -0.5111095196    2.9641367762
   0.0000000000    1.9396950656
  -0.4876047096    2.9134800106
  -0.3729526202    2.6995427715
  -0.3648031266    2.7033532213
  -0.4497816750    2.8503250637
  -0.5100038391    2.9542427404
   0.0000000000    1.9663740514
   0.0000000000    1.9188681717
  -0.4886302557    2.9173714330
  -0.4758763297    2.8961306440
  -0.4330770634    2.8163063536
   0.0000000000    1.9485550616
  -0.5084994799    2.9610205428
  -0.4829673140    2.9081844092
  -0.4763612703    2.8972290679
  -0.4960574984    2.9311185921
  -0.1608288686    2.2708378235
  -0.3664976068    2.7101656860
  -0.4709736567    2.8867517399
  -0.4716886433    2.8880714850
  -0.4472173613    2.8493523519
  -0.3589464072    2.6970476549
  -0.4673528279    2.8792859026
  -0.4671745281    2.8789457596
  -0.4671817193    2.8789660681
  -0.4641528691    2.8768591501
  -0.4601203288    2.8722266272
  -0.4816589575    2.9111723125
  -0.4478143471    2.8497626277
  -0.4554336924    2.8618412443
  -0.4954588700    2.9308158797
  -0.4477760171    2.8496881177
  -0.4553075087    2.8616086146
  -0.4955823586    2.9310541048
  -0.5143440245    2.9642842425
   0.0000000000    1.9500683334
   0.0000000000    1.9193964741
  -0.5025054835    2.9441857044
   0.0000000000    1.9359404475
   0.0000000000    1.9356675601
  -0.4905245637    2.9279808626
  -0.4607003779    2.8729413890
  -0.4401190252    2.8340507105
  -0.4578266023    2.8658588913
