# q1 [Angstrom]    q2 [Angstrom]
  -0.4779302676    2.8863352130
  -0.3423250485    2.6714698122
  -0.4034393693    2.7653554128
  -0.3489506632    2.6753374079
  -0.4513403948    2.8516494493
  -0.3778051075    2.7207784965
  -0.3661863462    2.7026904829
  -0.4274752229    2.8064244786
  -0.4549151695    2.8529922317
  -0.4931604951    2.9306125121
  -0.4318204459    2.8184143782
  -0.4630741873    2.8724246807
  -0.3976694276    2.7563809421
  -0.4098944742    2.7791123534
  -0.3652464571    2.7096440113
  -0.3981629210    2.7560828479
  -0.3567277002    2.6850758810
  -0.3326713155    2.6493244941
  -0.4018501484    2.7629298010
  -0.4940543020    2.9280148369
  -0.3989252834    2.7600971287
  -0.4540928770    2.8585905602
  -0.4565439782    2.8633164334
  -0.4121658641    2.7814819850
   0.0000000000    1.9461061752
  -0.5073500528    2.9620434241
  -0.4558339698    2.8537314003
  -0.4192749948    2.7907951659
  -0.3671101312    2.7041687359
  -0.4290897875    2.8117448636
  -0.4444785379    2.8358928400
  -0.4651535620    2.8789910654
  -0.5161354600    2.9672277226
  -0.4539488061    2.8498254349
  -0.3051914083    2.6033314956
  -0.4844412453    2.9109953800
  -0.4514534031    2.8477419840
  -0.4238543231    2.8005590536
  -0.4061244718    2.7715097863
  -0.3428352105    2.6600772473
  -0.5127156563    2.9629599759
  -0.3615441137    2.6966959174
  -0.4290199900    2.8093824378
  -0.4267705266    2.8032929288
  -0.4377461093    2.8277891291
  -0.4922725166    2.9192470581
  -0.3597164674    2.6902128264
  -0.3553476124    2.7127837708
  -0.4798382350    2.9310249025
  -0.4856264772    2.9418499110
  -0.4155380867    2.8071152431
  -0.3670382057    2.7037595332
  -0.4027432414    2.7682923969
  -0.4358970022    2.8235789703
  -0.3818034293    2.7346647423
  -0.4160238771    2.7879252243
  -0.4864793609    2.9126581172
   0.0000000000    1.9178556905
  -0.3365621537    2.6527633935
  -0.4260202197    2.8010058862
  -0.4462561822    2.8420879172
  -0.4958070473    2.9308601544
  -0.4138847341    2.7844678458
  -0.4260783616    2.8049157073
  -0.3967615376    2.7544362692
  -0.4283461864    2.8120168399
  -0.4362724295    2.8219509241
  -0.3600686273    2.6939546834
  -0.4993634933    2.9336656471
  -0.5134012363    2.9652319228
  -0.4198443899    2.7943317194
  -0.4754030882    2.8978823136
  -0.4728932339    2.8892944955
  -0.4195329389    2.7931645207
  -0.3925035348    2.7516795675
  -0.3707780532    2.7056297263
  -0.4569398237    2.8649389966
  -0.3686329736    2.7071900333
  -0.5095162175    2.9561520675
  -0.4620745918    2.8641021674
  -0.3280157663    2.6397240427
  -0.4326807175    2.8147018357
  -0.3504725371    2.6791831311
  -0.4554018874    2.8678022698
  -0.4808000768    2.9142456309
  -0.4300925634    2.8195505799
  -0.4797450502    2.8976443744
  -0.4779096823    2.8990407700
  -0.4307000998    2.8150109204
  -0.4436302106    2.8386287872
  -0.3849516828    2.7292108622
  -0.4378529964    2.8273899570
  -0.4577614955    2.8592669164
  -0.4577804204    2.8622855485
  -0.4170227800    2.7864982234
  -0.4316873022    2.8135615248
  -0.3385703906    2.6549906506
  -0.4784723788    2.8940283826
  -0.4722080166    2.8912947207
  -0.4722229025    2.8913215751
  -0.4620375801    2.8657006798
  -0.3580362837    2.6890893793
  -0.4690144623    2.8831014519
  -0.4660963954    2.8821615542
  -0.5145127122    2.9679626367
   0.0000000000    1.9185933082
  -0.3578345241    2.6898469373
  -0.4945198974    2.9320680727
  -0.4254492729    2.8023788373
  -0.4211642637    2.7934932649
  -0.4278792775    2.8111752711
  -0.3606841690    2.6919659986
  -0.4703913370    2.8852153954
